Year,2010.0
CANON KABUSHIKI KAISHA,29.421179064333444
EASTMAN KODAK COMPANY,6.768910729714606
GENERAL ELECTRIC COMPANY,16.495818156308598
"HITACHI, LTD.",12.942349309080212
INTEL CORPORATION,4.078503099167539
INTERNATIONAL BUSINESS MACHINES CORPORATION,41.20481268628213
KABUSHIKI KAISHA TOSHIBA,17.45918909882889
"MICRON TECHNOLOGY, INC.",7.495768466312184
MITSUBISHI DENKI KABUSHIKI KAISHA,9.25748352896389
NEC CORPORATION,14.564926279667606
RCA CORPORATION,5.783730046174071
"SAMSUNG ELECTRONICS CO., LTD.",11.939055770961527
SONY CORPORATION,3.0318242667640263
U.S. PHILIPS CORPORATION,5.0286467869510885
