Year,1994.0
CANON KABUSHIKI KAISHA,6.214998975539348
EASTMAN KODAK COMPANY,6.768910729714606
GENERAL ELECTRIC COMPANY,14.433853697231314
"HITACHI, LTD.",10.673694280892331
INTEL CORPORATION,0.0
INTERNATIONAL BUSINESS MACHINES CORPORATION,4.697111836825582
KABUSHIKI KAISHA TOSHIBA,10.985154251467485
"MICRON TECHNOLOGY, INC.",0.0
MITSUBISHI DENKI KABUSHIKI KAISHA,6.853880895052277
NEC CORPORATION,1.3253012048192772
RCA CORPORATION,5.783730046174071
"SAMSUNG ELECTRONICS CO., LTD.",0.0
SONY CORPORATION,0.0
U.S. PHILIPS CORPORATION,5.0286467869510885
